ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
1085  ,CUMMINGS AVE ,K1J9K1,Ward 11,2107,PT LOT 17,CONTRACTOR UNKNOWN,Apartment,Gloucester,"Exterior alterations to a 3 storey apartment building (replace cladding, decking and railings for decks and carports)",0.0,177900.0,1000.0,2205032,Construction,2022-07-11 10:00:29
7329  ,BLUE WATER CRES ,K4P0C5,Ward 20,4M1398,24,TREVI POOLS,Single,Osgoode,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2205033,Pool Enclosure,2022-07-11 10:04:35
5  ,AVONLEA RD ,K2G0J2,Ward 9,352049,72,CONTRACTOR UNKNOWN,Single,Nepean,Exterior repairs to the roof structure of a 1 storey detached dwelling,0.0,15000.0,108.0,2205034,Construction,2022-07-11 10:08:08
583  ,CHARDONNAY DR ,K4A4G5,Ward 19,4M-1088,61,CONTRACTOR UNKNOWN,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2205035,Pool Enclosure,2022-07-11 10:17:35
65  ,THIRD AVE ,K1S2J7,Ward 17,3508,23 & 24,SIGHTLINE CONSTRUCTION & RENOVATIONS INC.,Rowhouse,Old Ottawa,Construct a 2 storey porch on a 3 storey rowhouse dwelling (front - remove & replace existing),0.0,40000.0,86.0,2205036,Construction,2022-07-11 10:21:15
5734  ,HAZELDEAN RD ,K2S2R1,Ward 6,4M-,27,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit up in a 1 storey commercial building (Spin Co),0.0,108042.75,2325.0,2205037,Construction,2022-07-11 10:24:08
60  ,STEEPLE CHASE DR ,K2M2A4,Ward 23,4M-803,33,***CONTRACTOR***,Single,Kanata,Install an enclosure for a hot tub (rear yard),0.0,0.0,0.0,2205038,Pool Enclosure,2022-07-11 10:30:03
1564  ,STITTSVILLE MAIN ST ,K2S1P1,Ward 6,4M-,23,CONTRACTOR UNKNOWN,Retail,Goulbourn,Tenant fit up in a 1 storey retail building (Honey Coffee Bar),0.0,8000.0,950.0,2205039,Construction,2022-07-11 10:36:40
275  ,MOUNT NEBO WAY ,K1X0E1,Ward 22,4M-1601,305,"CHARTLAND, PIERRE",Single,Gloucester,Install an enclosure for an inground pool (rear  yard),0.0,0.0,0.0,2205040,Pool Enclosure,2022-07-11 10:41:50
10  ,CHANCELLOR CRT ,K1V0W7,Ward 16,4M-624,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Remove and replace a 1 storey addition,0.0,78994.75,425.0,2205041,Construction,2022-07-11 10:52:55
388  ,ALBERT ST ,K1R5B2,Ward 14,3922,16,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,"Demolish a 3 storey mixed use building (Rooming House/Restaurant) above grade, foundation to remain below grade",0.0,5000.0,-2400.0,2205042,Demolition,2022-07-11 11:05:52
8103  ,LAURIE LANE ,K0A2P0,Ward 20,4M-251,8,***CONTRACTOR***,Single,Osgoode,Install an enclosure for an inground pool and hot tub (rear yard),0.0,0.0,0.0,2205043,Pool Enclosure,2022-07-11 11:31:40
490  ,WELLESLEY AVE ,K2A1B7,Ward 15,4M-,29,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a front yard addition, 2nd storey addition above existing 1st storey, SDU in basement, and interior alterations to an existing 1-storey detached dwelling to convert into a 2-storey detached dwelling",1.0,186874.28,1612.0,2205044,Construction,2022-07-11 11:35:46
471  ,HAZELDEAN RD ,K2L4B8,Ward 23,,31,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit up in a 1 storey retail building (Unit 7B & 8) and alterations to demising wall,0.0,5000.0,170.0,2205045,Construction,2022-07-11 11:43:32
2385  ,TENTH LINE RD ,K4A0G9,Ward 19,,3,CONTRACTOR UNKNOWN,Demolition,Cumberland,Demolish a 2 storey detached dwelling and detached garage,-1.0,30000.0,-2368.0,2205046,Demolition,2022-07-11 11:57:47
124  ,HACKAMORE CRES ,K0A2Z0,Ward 21,,197,CAIVAN (FOX RUN) LTD.,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: OT3003 2020 C,1.0,336112.0,2010.0,2205048,Construction,2022-07-11 12:04:20
2357  ,IRIS ST ,K2C1C5,Ward 8,4M-,224,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations in a 1 storey semi-detached dwelling (basement SDU),1.0,20000.0,960.0,2205049,Construction,2022-07-11 12:25:40
128  ,HACKAMORE CRES ,K0A2Z0,Ward 21,,199,CAIVAN (FOX RUN) LTD.,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: OT3002 2020 A,1.0,298905.0,1787.0,2205050,Construction,2022-07-11 12:10:02
2400  ,CARLING AVE ,K2B7H2,Ward 7,426858,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Fire alarm panel installation in a 9 storey apartment building,0.0,9259.0,100.0,2205053,Construction,2022-07-11 12:44:36
464  ,WOODLAND AVE ,K2B5E4,Ward 7,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 1 storey place of worship - Replace Fire Alarm Panel (Ottawa Reform Presbyterian Church),0.0,2875.0,100.0,2205054,Construction,2022-07-11 12:48:33
466  ,WOODLAND AVE ,K2B5E4,Ward 7,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 1 storey place of worship - Replace Fire Alarm Panel (Ottawa Reform Presbyterian Church),0.0,2875.0,100.0,2205054,Construction,2022-07-11 12:48:33
1125  ,COLONEL BY DR ,K1S5B6,Ward 17,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 3rd floor of a 5 storey institutional building (Suite 334 - Steacie Chemistry Building),0.0,885000.0,850.34,2205055,Construction,2022-07-11 13:03:22
5  -10,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to a 2 storey rowhouse (Unit #10),0.0,8000.0,107.0,2205056,Construction,2022-07-11 13:16:12
7  -1,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 1),0.0,20000.0,548.96,2205057,Construction,2022-07-11 13:17:31
7  -2,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 2),0.0,20000.0,548.96,2205058,Construction,2022-07-11 13:18:57
7  -7,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 7),0.0,20000.0,548.96,2205059,Construction,2022-07-11 13:20:02
7  -8,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 8),0.0,20000.0,548.96,2205060,Construction,2022-07-11 13:21:26
7  -10,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 10),0.0,20000.0,548.96,2205061,Construction,2022-07-11 13:23:12
7  -11,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 11),0.0,20000.0,548.96,2205062,Construction,2022-07-11 13:25:36
7  -12,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior/exterior alterations to a 2 storey rowhouse (Unit #12),0.0,20000.0,613.0,2205063,Construction,2022-07-11 13:27:05
11  -18,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to a 2 storey rowhouse (Unit #18),0.0,20000.0,527.0,2205064,Construction,2022-07-11 13:28:20
11  -29,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Single,Nepean,Exterior/Interior alterations in a 2 storey rowhouse dwelling (Unit 29),0.0,20000.0,527.4300000000001,2205065,Construction,2022-07-11 13:37:24
836  ,SNOWDROP CRES ,K1T0E9,Ward 22,4M-1676,53,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Turner 2615 2021 A,1.0,479921.0,2870.0,2205066,Construction,2022-07-11 13:38:24
11  -21,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse (Unit #21),0.0,20000.0,548.0,2205067,Construction,2022-07-11 13:39:03
11  -23,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 23),0.0,20000.0,527.4300000000001,2205068,Construction,2022-07-11 13:41:00
11  -1,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 1),0.0,20000.0,538.2,2205069,Construction,2022-07-11 13:42:18
11  -2,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 2),0.0,20000.0,538.2,2205070,Construction,2022-07-11 13:43:16
11  -15,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 15),0.0,20000.0,538.2,2205071,Construction,2022-07-11 13:44:17
11  -25,MAJESTIC DR ,K2G1C5,Ward 9,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 25),0.0,20000.0,548.96,2205072,Construction,2022-07-11 13:45:05
509  ,TENOR RIDGE ,K4M0L5,Ward 22,4M-1688,RS1519,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Millwood 2022 C,1.0,500823.0,2995.0,2205073,Construction,2022-07-11 13:45:12
11  -27,MAJESTIC DR ,K2G1C5,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Exterior/Interior alterations to a 2 storey rowhouse dwelling (Unit 27),0.0,20000.0,548.96,2205074,Construction,2022-07-11 13:45:54
1668  -5,WOODROFFE AVE ,K2G1W4,Ward 9,378656,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to a 2 storey rowhouse (unit #5),0.0,20000.0,570.0,2205075,Construction,2022-07-11 13:46:45
507  ,TENOR RIDGE ,K4M0L5,Ward 22,,RS1520,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Millwood 2022 C,1.0,500823.0,2995.0,2205076,Construction,2022-07-11 13:48:57
110  ,BENTLEY AVE ,K2E6T9,Ward 9,4M-,27-28,CONTRACTOR UNKNOWN,Office,Nepean,Interior alteration to a 2 storey office building (Replace fire Alarm panel),0.0,8835.0,100.0,2205077,Construction,2022-07-11 14:02:31
451  ,CATHERINE ST ,K1R5T7,Ward 14,30,E PT LOT 41,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to convert office space into a 2 storey residential unit (1 bedroom),0.0,1500.0,100.0,2205078,Construction,2022-07-11 14:03:50
2001  ,BANTREE ST ,K1B4X3,Ward 18,426858,,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Fire alarm panel installation in a 4 storey commercial building,0.0,9259.0,100.0,2205079,Construction,2022-07-11 14:08:58
362  ,OAKCREST WAY ,K4A0S5,Ward 19,4M-1387,96,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (add basement entrance),0.0,15000.0,56.0,2205080,Construction,2022-07-11 15:48:42
2161  ,MARTHA AVE ,K1G1K6,Ward 18,M97,PT LOT 44,***CONTRACTOR***,Single,Old Ottawa,"Exterior alterations to a 2 storey detached dwelling (foundation work, steps and deck replacement)",0.0,12000.0,100.0,2205081,Construction,2022-07-11 15:53:47
43  ,FOURTH AVE ,K1S2L1,Ward 17,35085,PT LOT 19,SANDY HILL CONSTRUCTION,Single,Old Ottawa,Construct a 2 storey porch (front yard),0.0,35000.0,165.0,2205082,Construction,2022-07-11 16:03:24
3960  ,ALBION RD ,K1T1C1,Ward 10,4M-,,CONTRACTOR UNKNOWN,Farm,Gloucester,Construct a 1 storey farm building (Riding Arena with no viewing areas or bleachers),0.0,210000.0,14000.0,2205084,Construction,2022-07-12 08:58:57
4965  ,INNES RD ,K4A4H7,Ward 19,4M-1087,,CONTRACTOR UNKNOWN,Retail,Cumberland,Tenant fit up in a single storey commercial building (Physiotherapy Office),0.0,60000.0,1962.0,2205086,Construction,2022-07-12 09:01:55
2920  ,FAIRLEA CRES ,K1V8T9,Ward 10,4M-,A,KINGSGATE RESTORATION,Apartment,Old Ottawa,Repairs to balcony concrete slabs and railings of a 6 storey apartment building,0.0,750000.0,3713.0,2205090,Construction,2022-07-12 09:47:08
12  ,BY WARD MARKET SQ ,K1N7A1,Ward 12,42482,6 N PT 7,UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY - Install a premise isolation device on the domestic water supply and Fire Protection System in a 1 storey commercial building,0.0,0.0,1.0,2205091,Construction,2022-07-12 09:52:28
2952  ,BANK ST ,K1T1N8,Ward 10,,PT LOT 9,CONTRACTOR UNKNOWN,Retail,Gloucester,First time fit up to a 1 storey retail building (Unit B6 - Domino's Pizza),0.0,56461.05,1215.0,2205092,Construction,2022-07-12 10:04:20
121  ,DRUMMOND ST ,K1S1J8,Ward 17,102,PT LOT 9,ARCHER QUALITY CARPENTRY,Semi - Detached,Old Ottawa,Construct a 2 storey deck/balcony on a semi-detached dwelling (rear yard - replace existing),0.0,5000.0,125.0,2205093,Construction,2022-07-12 10:39:45
119  ,DRUMMOND ST ,K1S1J8,Ward 17,102,PT LOT 9,ARCHER QUALITY CARPENTRY,Semi - Detached,Old Ottawa,Construct a 2 storey deck/balcony on a semi-detached dwelling (rear yard - replace existing),0.0,5000.0,174.0,2205094,Construction,2022-07-12 10:56:26
521  ,TENOR RIDGE ,K4M0L5,Ward 22,4M-,,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,574944.71,3793.0,2205095,Construction,2022-07-12 11:27:40
32  ,MARCHBROOK CIR ,K2W1A1,Ward 5,4M-,,SAI CONSULTING,Single,Kanata,Construct an addition to a 2 storey detached dwelling (rear yard),0.0,223044.0,1200.0,2205096,Construction,2022-07-12 11:58:14
750  ,RIDGEWOOD AVE ,K1V6N1,Ward 16,,PT LOT 23,CONTRACTOR UNKNOWN,Other,Old Ottawa,TEMPORARY PERMIT: Erect a temporary tent for a special event (Lebanese Festival),0.0,10000.0,8600.0,2205097,Construction,2022-07-12 11:59:18
20  ,MCKITRICK DR ,K2L1T7,Ward 23,4M-,,CONTRACTOR UNKNOWN,Institutional,Kanata,Install 1 new portable classrooms to an institutional building (St Matring Des Porres catholic school),0.0,4000.0,807.0,2205098,Construction,2022-07-12 12:09:01
1108 B ,FALAISE RD ,K2E6R2,Ward 9,,,ART & STONE GROUP,Single,Nepean,Construct a 2 storey detached dwelling,1.0,610768.8200000001,3286.0,2205099,Construction,2022-07-12 12:21:32
1386  ,RICHMOND RD ,K2B8L4,Ward 7,311,55,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a 1 storey retail building (Quickie),0.0,400000.0,2443.4,2205100,Construction,2022-07-12 12:34:36
3332  ,MCCARTHY RD ,K1V0H9,Ward 16,M-162,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a 1 storey retail building (Quickie),0.0,450000.0,3616.67,2205103,Construction,2022-07-12 12:57:50
235  ,MARIPOSA AVE ,K1M0T4,Ward 13,92,,JIM BELL ARCHITECTURAL DESIGN INC.,Single,Rockcliffe Park,Construct an addition and interior/exterior alterations to a 2 storey detached dwelling (No secondary dwelling in basement),0.0,863055.44,7833.0,2205105,Construction,2022-07-12 13:07:25
4407  ,FARMERS WAY ,K0A1K0,Ward 19,875,4,"LUXMORE, DANIEL",Single,Gloucester,Construct a 2 storey detached dwelling,1.0,368951.95,1985.0,2205106,Construction,2022-07-12 13:11:26
2085  ,STRATHMORE BLVD ,K2A1M4,Ward 7,344479,274,"UNKNOWN, UNKNOWN",Single,Old Ottawa,Construct a deck (rear yard),0.0,8000.0,173.0,2205107,Construction,2022-07-12 13:15:22
4  ,PARKWAY (THE)  ,K2K1Y4,Ward 4,,PT LOT 3,CONTRACTOR UNKNOWN,Institutional,Kanata,Relocate 3 portables to a school for a total of 26 (Earl of March Secondary School),0.0,12000.0,2422.0,2205108,Construction,2022-07-12 13:25:45
331  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
333  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
335  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
337  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
339  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
341  ,ENERGY ST ,,Ward 6,4M-,29,URBANDALE CONSTRUCTION,Rowhouse,Kanata,Construct a 2 Storey Rowhouse block,6.0,1322727.5,13150.0,2205109,Construction,2022-07-12 13:45:02
177  ,ARMSTRONG ST ,K1Y2W2,Ward 15,83,4 5 & 6,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,FOUNDATION ONLY: Construct a 3 storey 33 unit low rise apartment building,33.0,0.0,0.0,2205110,Construction,2022-07-12 13:51:04
1279  ,COLONIAL RD ,K4B1N1,Ward 19,,PT LOT 11,LABELLE TENTS,Other,Cumberland,TEMPORARY PERMIT: Erect two temporary tents for a special event (Navan Fair),0.0,5600.0,8000.0,2205111,Construction,2022-07-12 14:03:47
550  ,MAPLE LANE E,K1M1K3,Ward 13,M80,1,CONTRACTOR UNKNOWN,Single,Rockcliffe Park,Construct a 1 storey addition to a 2 storey detached dwelling (side yard),0.0,77879.53,419.0,2205113,Construction,2022-07-12 14:18:34
132  ,CULLODEN CRES ,K2J5Z9,Ward 22,4M1519,16,INNOVATION LANDSCAPE DESIGN,Single,Nepean,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2205114,Pool Enclosure,2022-07-12 15:03:29
2629  ,FALLINGWATER CIR ,K2J0R7,Ward 3,4M1378,385,INNOVATION LANDSCAPE DESIGN,Single,Nepean,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2205115,Pool Enclosure,2022-07-12 15:06:16
2629  ,FALLINGWATER CIR ,K2J0R7,Ward 3,4M1378,385,INNOVATION LANDSCAPE DESIGN,Single,Nepean,Construct a deck (rear yard),0.0,59900.0,285.0,2205116,Construction,2022-07-12 15:08:02
286  ,LAURIER AVE E,K1N6P5,Ward 12,14349,7,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,PLUMBING ONLY: Replace lead pipe water service from meter to curb stop,0.0,0.0,0.0,2205117,Construction,2022-07-12 15:40:27
1619  ,LAKESHORE DR ,K4P0E9,Ward 20,4M1572,1,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 3 storey detached dwelling,1.0,1087670.33,7519.0,2205118,Construction,2022-07-12 15:54:46
330  ,HALIBURTON HTS ,K2V0G1,Ward 6,4M-1551,75,"ABIZRIBEH, MOHAMAD",Detached Garage/Shed,Goulbourn,Construct a pool house (side yard),0.0,8000.0,134.55,2205119,Construction,2022-07-12 16:07:42
330  ,HALIBURTON HTS ,K2V0G1,Ward 6,4M1551,75,INNOVATION LANDSCAPE DESIGN,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2205120,Pool Enclosure,2022-07-12 16:20:51
749  ,"PETANQUE, CROIS DE LA  ",K4A5L7,Ward 19,,40,PROVENCE ORLEANS REALTY INVESTMENT INC,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Riviera 2019 C,1.0,558180.0,3338.0,2205121,Construction,2022-07-13 09:09:56
124  ,ORCHESTRA WAY ,K4M0N7,Ward 22,4M-1688,67,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Walden 44-5 2016 Standard,1.0,466543.0,2790.0,2205122,Construction,2022-07-13 09:15:57
438  ,WISTERIA CRES ,K1V0P1,Ward 10,4M1288,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Construct a deck (rear yard),0.0,0.0,0.0,2205123,Construction,2022-07-13 09:22:33
86  ,ESBAN DR ,K1X0H3,Ward 20,,86,PATHWAYS SOUTH REGIONAL INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Oliver 2019 B,1.0,471894.0,2822.0,2205124,Construction,2022-07-13 09:27:57
88  ,ESBAN DR ,K1X0H3,Ward 20,,85,PATHWAYS SOUTH REGIONAL INC.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Oliver 2019 C,1.0,471894.0,2822.0,2205125,Construction,2022-07-13 09:32:23
842 B ,TROJAN AVE ,K1K2P9,Ward 13,679,PT LOT 32,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in a 2 storey semi-detached dwelling (basement),1.0,80000.0,861.11,2205126,Construction,2022-07-13 09:49:10
842  ,TROJAN AVE ,K1K2P9,Ward 13,679,PT LOT 32,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in a 2 storey semi-detached dwelling (basement),1.0,80000.0,861.11,2205126,Construction,2022-07-13 09:49:10
146  ,"MASKINONGE, CROIS DU  ",K4A1G2,Ward 19,4M-1592,22,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a deck (rear yard),0.0,7000.0,236.81,2205127,Construction,2022-07-13 09:50:11
521  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
523  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
525  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
527  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
529  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
531  ,CARDAMOM TERR ,K2S2Y1,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Kenora 2020 C mid 3 bed,Kenora 2020 C end 4 bed,Addison 2020 C mid,Addison 2020 C mid,Fairhaven 2020 C mid 3 bed,Fairhaven 2020 C end 4 bed",6.0,1372910.0,10556.0,2205128,Construction,2022-07-13 10:03:15
230  ,FLODDEN WAY ,K2G7E1,Ward 22,4M-1224,,INNOVATIVE DESIGN CONTRACTING,Single,Nepean,Construct an addition on the 2nd floor of a 2 storey detached dwelling,0.0,26021.8,140.0,2205129,Construction,2022-07-13 10:14:07
4075  ,KELLY FARM DR ,K1T4J3,Ward 22,4M1273,110,OSUMI CONSTRUCTION,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (removal of load-bearing wall),0.0,11500.0,32.0,2205130,Construction,2022-07-13 10:17:27
331  ,COOPER ST ,K2P0G5,Ward 14,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct an additional storey (penthouse) and interior alterations to convert a 7 storey office into a 8 storey apartment building,45.0,5530829.2,37921.26,2205131,Construction,2022-07-13 10:21:17
5737  ,TRUDEAU AVE ,K0A3H0,Ward 19,4M1393,14,CONTRACTOR UNKNOWN,Single,Cumberland,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2205132,Pool Enclosure,2022-07-13 10:30:57
21  ,BITTERN CRT ,K1L8K9,Ward 13,CCP 366,,CONTRACTOR UNKNOWN,Rowhouse,Rockcliffe Park,Enclose 2nd storey deck to create sunroom on a 2 storey rowhouse dwelling,0.0,20259.83,109.0,2205133,Construction,2022-07-13 10:34:37
5737  ,TRUDEAU AVE ,K0A3H0,Ward 19,4M-1393,14,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a deck for pool (rear yard),0.0,8000.0,216.0,2205134,Construction,2022-07-13 10:37:00
239  ,DAGENHAM ST ,K2S2X8,Ward 6,,WS499,RICHCRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: HOBART 2022 C,1.0,393803.0,2355.0,2205135,Construction,2022-07-13 10:39:17
182  ,"PINS, PLACE DES  ",K1E2T5,Ward 19,50M-68,19,CONTRACTOR UNKNOWN,Single,Cumberland,Construct a 1 storey addition to a 2 storey detached dwelling (sunroom rear yard),0.0,30000.0,473.0,2205136,Construction,2022-07-13 10:55:03
827  ,SENDERO WAY ,K2S2W8,Ward 21,4M-1689,12,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Vega 2715 2021 A,1.0,440457.0,2634.0,2205137,Construction,2022-07-13 10:57:44
