ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
203,CATHERINE ST ,K2P1C3,Ward 14,30,15,DORAN CONSTRUCTION,Mixed,Old Ottawa,Construct a 20 storey mixed use building (residential condo plus gnd flr commercial tenant) including 4 levels of parking,209,25438169.53,232665,1605179,Construction,2016-07-28 12:57
23,MAPLEHILL WAY ,K2C3H1,Ward 22,419428,3,GIBSON TIMBER FRAMES,Detached Garage/Shed,Nepean,Construct a cabana (rear yard),0,20000,525,1605180,Construction,2016-07-28 12:59
1545,RANGELAND AVE ,K4P0E1,Ward 20,4M-1548,20,MACKIE HOMES,Single,Osgoode,Construct a 1 storey detached dwelling,1,364874.04,2182,1605181,Construction,2016-07-28 13:05
2194,MAPLE FOREST DR ,K0A2T0,Ward 21,4M-1550,20,MACKIE HOMES,Single,Rideau,Construct a 1 storey detached dwelling,1,364874.04,2182,1605182,Construction,2016-07-28 13:10
38,FIFTH AVE ,K1S2M4,Ward 17,33446,13,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition and interior alterations to a 2 storey detached dwelling to convert to a 3 storey semidetached dwelling (addition at rear).,1,265738.14,3200,1605183,Construction,2016-07-28 13:52
40,FIFTH AVE ,,Ward 17,33446,13,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition and interior alterations to a 2 storey detached dwelling to convert to a 3 storey semidetached dwelling (addition at rear).,1,265738.14,3200,1605183,Construction,2016-07-28 13:52
42,BOWER ST ,K1S0K3,Ward 17,241619,49,OAKWOOD BUILDERS,Single,Old Ottawa,"Construct a 2nd storey additon, with interior alterations in a 1 storey detached dwelling",0,54664.92,419,1605184,Construction,2016-07-28 13:59
10,FIFTH AVE ,K1S5N5,Ward 17,26085,25,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 1 storey daycare (Glebe Parent Daycare),0,20000,503.75,1605185,Construction,2016-07-28 14:39
322,ASTELIA CRES ,K2S0W7,Ward 6,4M-1532,,***CONTRACTOR***,Rowhouse,Goulbourn,Finish the basement in a 2 storey rowhouse dwelling,0,9359.86,251.88,1605186,Construction,2016-07-28 15:00
1385,WOODROFFE AVE ,K2G1V8,Ward 8,4M-,"34,35",CONTRACTOR UNKNOWN,Institutional,Nepean,"Interior alterations on the 1st floor of a 2 storey institutional building (Building ""H"")",0,268750,5091.32,1605187,Construction,2016-07-28 16:18
576,WINDERMERE AVE ,K2A2W5,Ward 15,M29,639,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,751296.61,5860.64,1605188,Construction,2016-07-29 8:35
576,WINDERMERE AVE ,K2A2W5,Ward 15,M-29,639,***CONTRACTOR***,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,10000,-800,1605189,Demolition,2016-07-29 8:40
930,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
932,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
934,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
936,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
938,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
940,KILBIRNIE DR ,K2J6G2,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Haven 2015 CA,Carmel 2015 CA,Monterey 2015 CB,Monterey 2015 End CD,Haven 2015 CA",6,954600,8563,1605190,Construction,2016-07-29 8:42
1600,CARLING AVE ,K1Z8R7,Ward 15,367,,C. GIAMBERARDINO CONTRACTING INC.,Office,Old Ottawa,Interior alterations on the 6th floor of an 8 storey office building (Unit 610),0,20000,107,1605191,Construction,2016-07-29 8:43
1620,BLOHM DR ,K1G5N6,Ward 10,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Relocate 1 new portable classroom at a school for a total of 3 portables on site (St. Thomas More Catholic School),0,6500,6,1605192,Construction,2016-07-29 8:44
1600,CARLING AVE ,K1Z8R7,Ward 15,367,,GOVAN BROWN INC.,Office,Old Ottawa,Tenant fit-up on the 8th floor of a 12 storey office building (M&P),0,247474.75,15887.53,1605193,Construction,2016-07-29 8:45
78,BELLEVIEW DR ,K2L1W3,Ward 23,,33,LUMEN HOMES INC,Single,Kanata,Construct an addition to a 2 storey detached dwelling (rear yard),0,26603.03,159.09,1605194,Construction,2016-07-29 8:49
6175,ROCKDALE RD ,K0A3H0,Ward 19,,27,***CONTRACTOR***,Retail,Cumberland,Repairs to an attached deck to a sales trailer (Vars Auto Sales Ltd),0,5000,175,1605195,Construction,2016-07-29 8:54
663,LAURALEAF CRES ,K2J6G9,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 End PC,Carmel 2015 PA,Haven 2015 PA,Haven 2015 PB,Tahoe 3 2015 PA",5,791840,7103,1605196,Construction,2016-07-29 9:10
665,LAURALEAF CRES ,K2J6G9,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 End PC,Carmel 2015 PA,Haven 2015 PA,Haven 2015 PB,Tahoe 3 2015 PA",5,791840,7103,1605196,Construction,2016-07-29 9:10
667,LAURALEAF CRES ,K2J6G9,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 End PC,Carmel 2015 PA,Haven 2015 PA,Haven 2015 PB,Tahoe 3 2015 PA",5,791840,7103,1605196,Construction,2016-07-29 9:10
669,LAURALEAF CRES ,K2J6G9,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 End PC,Carmel 2015 PA,Haven 2015 PA,Haven 2015 PB,Tahoe 3 2015 PA",5,791840,7103,1605196,Construction,2016-07-29 9:10
671,LAURALEAF CRES ,K2J6G9,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 End PC,Carmel 2015 PA,Haven 2015 PA,Haven 2015 PB,Tahoe 3 2015 PA",5,791840,7103,1605196,Construction,2016-07-29 9:10
555,SOMERSET ST W,K1R5K1,Ward 14,4M-15061,12,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to a 3 storey mixed use building (All floors),0,79039.5,2634.65,1605197,Construction,2016-07-29 9:12
2568,RIVER MIST RD ,K2J6E9,Ward 21,,112,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Georgian C 2015,1,348412,2344,1605198,Construction,2016-07-29 9:19
2570,RIVER MIST RD ,K2J6E9,Ward 21,,111,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-01 Algonquin 2014 B,1,286280,1926,1605200,Construction,2016-07-29 9:26
18,MILLMAN CRT ,K2L2P5,Ward 23,M211,16,"RENAUD, RAY",Single,Kanata,Install an enclosure for a hot tub (rear yard),0,0,0,1605201,Pool Enclosure,2016-07-29 9:28
402,KILSPINDIE RIDGE ,,Ward 22,4M-1518,19,T & C CONTRACTORS,Single,Nepean,Finish the basement of a 2 storey detached dwelling,0,32499.02,874.57,1605202,Construction,2016-07-29 9:46
2580,RIVER MIST RD ,K2J6G1,Ward 21,,106,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 30-03 Hyde 2014 B,1,246296,1657,1605203,Construction,2016-07-29 9:47
2579,RIVER MIST RD ,K2J6G1,Ward 21,,99,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-03 Fitzroy 2014 A,1,338156,2275,1605204,Construction,2016-07-29 9:55
2562,RIVER MIST RD ,K2J6E9,Ward 21,,115,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-04 Killarney 2014 C,1,358668,2413,1605205,Construction,2016-07-29 9:56
2590,RIVER MIST RD ,K2J6G1,Ward 21,,101,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Georgian C 2015,1,348412,2344,1605206,Construction,2016-07-29 9:56
2583,RIVER MIST RD ,K2J6G1,Ward 21,,97,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-01 Algonquin 2014 C,1,286280,1926,1605207,Construction,2016-07-29 9:56
2581,RIVER MIST RD ,K2J6G1,Ward 21,,98,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-02 Balsam 2014 B,1,298915,2011,1605208,Construction,2016-07-29 9:56
69,BODDINGTON ST ,K2J6G1,Ward 21,,68,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Champlain D,1,418886,2505,1605209,Construction,2016-07-29 9:57
67,BODDINGTON ST ,K2J6G1,Ward 21,,69,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 43-03 Drake 2014 B,1,392112,2638,1605210,Construction,2016-07-29 9:57
71,BODDINGTON ST ,K2J6G1,Ward 21,,67,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-04 Killarney 2014 D,1,358668,2413,1605211,Construction,2016-07-29 9:57
931,GUINNESS CRES ,K2J6G8,Ward 21,,122,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 30-03 Hyde 2014 B,1,246296,1657,1605212,Construction,2016-07-29 9:57
74,RUSSET TERR ,,Ward 21,,83,MINTO COMMUNITIES INC.,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 36-03 Fitzroy 2014 B,1,338601,2278,1605213,Construction,2016-07-29 9:58
170,ANNA AVE ,K1Z7V2,Ward 16,268159,197,***CONTRACTOR***,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling down to the foundation and demolish a detached garage,-1,1000,-653,1605214,Demolition,2016-07-29 10:03
241,TRAILGATE ST ,K1V0Z9,Ward 22,4M1349,52,3996697 CANADA INC.,Single,Gloucester,Install an enclosure for a inground pool (rear yard),0,0,0,1605215,Pool Enclosure,2016-07-29 10:22
1574,BLAIR RD ,K1B3K7,Ward 11,4M-,21,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Construct a detached garage (side yard),0,15000,505,1605217,Construction,2016-07-29 10:55
116,ALLBIRCH RD ,K0A3M0,Ward 5,413,32,***CONTRACTOR***,Demolition,West Carleton,Demolish a 1 storey detached dwelling,-1,7000,-1200,1605218,Demolition,2016-07-29 10:55
8410,VAN RENS ST ,,Ward 20,4M-,,CORVINNELLI HOMES,Farm,Osgoode,Construct a 1 storey detached garage (rear yard),0,80000,3840,1605219,Construction,2016-07-29 11:24
608,LAURALEAF CRES ,K2J6G9,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
610,LAURALEAF CRES ,K2J6G9,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
612,LAURALEAF CRES ,K2J6G9,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
614,LAURALEAF CRES ,K2J6G9,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
616,LAURALEAF CRES ,K2J6G9,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
881,KILBIRNIE DR ,K2J6G6,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
883,KILBIRNIE DR ,K2J6G6,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
885,KILBIRNIE DR ,K2J6G6,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
887,KILBIRNIE DR ,K2J6G6,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
889,KILBIRNIE DR ,K2J6G6,Ward 21,4M-,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,Cosntruct a 3 storey 8 unit back to back rowhouse dwelling,10,1619507.12,12452,1605220,Construction,2016-07-29 11:31
2,BEAVERBROOK RD ,K2K1L1,Ward 4,759,,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 1st floor of a 2 storey office building (Demising walls),0,110000,35000,1605221,Construction,2016-07-29 11:47
1660,HERON RD ,K1V2P5,Ward 18,31,34 & 35,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Construct a 1 storey restaurant (A&W),0,404672.4,2178,1605222,Construction,2016-07-29 11:52
543,ADAMSON CRES ,K2S0S7,Ward 6,4M-1447,111,PATTEN HOMES 2000,Single,Goulbourn,Construct a 2 storey single family dwelling,1,364316.64,2451,1605223,Construction,2016-07-29 12:09
3740,SPRATT RD ,K1V2M1,Ward 22,,,CONTRACTOR UNKNOWN,Institutional,Gloucester,Construct a 3 storey addition to an institutional building (St-Francis Xavier Catholique High School),0,7781208.39,40817,1605224,Construction,2016-07-29 12:11
3710,CARP RD ,,Ward 5,148,140,CONTRACTOR UNKNOWN,Office,West Carleton,Construct a 1 storey clinic (Carp Animal Clinic),0,502799.4,2460,1605225,Construction,2016-07-29 12:21
308,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
310,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
312,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
314,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
643,TRIGORIA CRES ,K4A1B1,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
645,TRIGORIA CRES ,K4A1B1,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
647,TRIGORIA CRES ,K4A1B1,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
649,TRIGORIA CRES ,K4A1B1,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 untis),8,1289674.96,9916,1605226,Construction,2016-07-29 12:25
309,CITRINE ST ,K4A1A9,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
311,CITRINE ST ,K4A1A9,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
313,CITRINE ST ,K4A1A9,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
315,CITRINE ST ,K4A1A9,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
508,TUNGSTEN TERR ,,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
510,TUNGSTEN TERR ,,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
512,TUNGSTEN TERR ,,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
514,TUNGSTEN TERR ,K4A1A9,Ward 19,4M-,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of 3 storey back to back rowhouses,8,1289674.96,9916,1605227,Construction,2016-07-29 12:25
301,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
303,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
305,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
307,CITRINE ST ,K4A1A9,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
500,TUNGSTEN TERR ,,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
502,TUNGSTEN TERR ,,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
504,TUNGSTEN TERR ,,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
506,TUNGSTEN TERR ,,Ward 19,,2,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,Construct a block of back to back townhomes (8 units),8,1319328.64,10144,1605228,Construction,2016-07-29 12:26
155,ARLINGTON AVE ,K1R5S6,Ward 14,30,30,***CONTRACTOR***,Apartment,Old Ottawa,Exterior alterations to a 3 storey triplex (fire escape repair),0,2500,70,1605229,Construction,2016-07-29 12:28
300,JATOBA PRIV ,K2V0E7,Ward 6,4M-,,EQ HOMES,Apartment,Goulbourn,"Construct a 3 storey, 12 unit apartment building with underground parking  (Building G)",12,2237403.6,22985,1605230,Construction,2016-07-29 12:36
8821,COPELAND RD ,K0A1B0,Ward 21,,2,CONTRACTOR UNKNOWN,Detached Garage/Shed,Goulbourn,Construct a detached garage (rear yard),0,40000,1200,1605231,Construction,2016-07-29 12:40
525,LEGGET DR ,K2K2W2,Ward 4,4M-,,MORLEY HOPPNER LIMITED,Retail,Kanata,Interior alterations on the ground & 2nd floor of an 18 storey hotel (Brookstreet Hotel - kitchen),0,125000,3660,1605232,Construction,2016-07-29 12:40
310,JATOBA PRIV ,K2V0E7,Ward 6,,,EQ HOMES,Apartment,Goulbourn,"Construct a 3 storey, 12 unit apartrment building with underground parking (Building F)",12,2237403.6,22985,1605233,Construction,2016-07-29 12:43
314,DEVONIAN WAY ,K2T0L5,Ward 4,4M1556,127,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 storey detached dwelling,1,522395.28,3124,1605234,Construction,2016-07-29 13:12
2338,RILEY AVE ,K2C1J9,Ward 8,4M-,,***CONTRACTOR***,Detached Garage/Shed,Old Ottawa,Construct a detached garage (rear yard),0,7000,322,1605235,Construction,2016-07-29 13:12
853,ALPINE AVE ,K2B5R5,Ward 7,4M-348,128,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,619717.32,4826,1605236,Construction,2016-07-29 13:16
855,ALPINE AVE ,K2B5R5,Ward 7,4M-348,128,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey semi-detached dwelling,2,619717.32,4826,1605236,Construction,2016-07-29 13:16
5,MASSEY LANE ,K1J6C7,Ward 11,4M-652,117,MAYBACH HOMES INC,Detached Garage/Shed,Gloucester,Construct a pool house (rear yard),0,9000,861.11,1605237,Construction,2016-07-29 13:27
2932,BASELINE RD ,K2H1B1,Ward 8,,,ALTI CONSTRUCTION LTD,Industrial,Nepean,Repair the parking garage (Levels 1-5 Qualicum Centre),0,166600,0,1605238,Construction,2016-07-29 13:33
2934,BASELINE RD ,K2H1B2,Ward 8,,,ALTI CONSTRUCTION LTD,Industrial,Nepean,Repair the parking garage (Levels 1-5 Qualicum Centre),0,166600,0,1605238,Construction,2016-07-29 13:33
2936,BASELINE RD ,K2H1B3,Ward 8,,,ALTI CONSTRUCTION LTD,Industrial,Nepean,Repair the parking garage (Levels 1-5 Qualicum Centre),0,166600,0,1605238,Construction,2016-07-29 13:33
110,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
112,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
114,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
116,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
118,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
120,OVERBERG WAY ,K2S0V9,Ward 23,4M-1508,,CLARIDGE HOMES (BRIDLEWOOD TRAILS) LIMITED PARTNERSHIP,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Trillium 2015 Mid 4 Bed,Infinity 2015 4 Bed,Infinity 2015 3 Bed,Clarity 2015 Mid,Summit 2015,Bliss 2015",6,1165187,9854,1605239,Construction,2016-07-29 13:37
2178,MONDAVI ST ,K4A4R7,Ward 1,4M-1522,,LONGWOOD BUILDING CORPORATION,Semi - Detached,Cumberland,"Construct a 2 Storey Semi - Detached with attached garages  Models: 801 Woodbridge 2014 Elev. 1,801 Woodbridge 2014 Elev. 1",2,447702,3012,1605240,Construction,2016-07-29 13:37
2180,MONDAVI ST ,K4A4R7,Ward 1,4M-1522,,LONGWOOD BUILDING CORPORATION,Semi - Detached,Cumberland,"Construct a 2 Storey Semi - Detached with attached garages  Models: 801 Woodbridge 2014 Elev. 1,801 Woodbridge 2014 Elev. 1",2,447702,3012,1605240,Construction,2016-07-29 13:37
21,PITTAWAY AVE ,K1G4P8,Ward 10,4M-554,69,OTTAWA STRUCTURAL RESIDENTIAL SERVICES LIMITED,Single,Old Ottawa,Replace part of the foundation on a 2 storey detached dwelling,0,4000,10,1605241,Construction,2016-07-29 13:43
1819,SPRINGRIDGE DR ,K4A4P6,Ward 1,4M-1180,162,LUMEN HOMES INC,Single,Cumberland,Construct a sunroom to a 2 storey detached dwelling (rear yard),0,38126.16,228,1605242,Construction,2016-07-29 14:11
1227,CLOTHIER CRT ,K4M1C8,Ward 21,4M-495,17,SPLASH POOLS & SPAS,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,1605246,Pool Enclosure,2016-07-29 14:32
